row_index,sequence_id,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
271,dataset5__group1_1,dataset5/group1_1,dataset5,group1_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_1\group1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_1\annotation.txt,matched,UAV123/group1_1,,
272,dataset5__group1_2,dataset5/group1_2,dataset5,group1_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_2\group1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_2\annotation.txt,matched,UAV123/group1_2,,
273,dataset5__group1_3,dataset5/group1_3,dataset5,group1_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_3\group1_3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_3\annotation.txt,matched,UAV123/group1_3,,
274,dataset5__group1_4,dataset5/group1_4,dataset5,group1_4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_4\group1_4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_4\annotation.txt,matched,UAV123/group1_4,,
275,dataset5__group2_1,dataset5/group2_1,dataset5,group2_1,local,scored,907,840,840,907,0.41604308390022676,0.47437641723356,0.43937641723356,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_1\group2_1_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_1.txt,matched,UAV123/group2_1,,
276,dataset5__group2_2,dataset5/group2_2,dataset5,group2_2,local,scored,865,848,848,865,0.7205188679245282,0.8862870619946092,0.7868261455525607,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_2\group2_2_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_2.txt,matched,UAV123/group2_2,,
277,dataset5__group2_3,dataset5/group2_3,dataset5,group2_3,local,scored,913,789,789,913,0.6683565694972539,0.8127225541674211,0.7261029633653208,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_3\group2_3_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_3.txt,matched,UAV123/group2_3,,
278,dataset5__group3_1,dataset5/group3_1,dataset5,group3_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_1\group3_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_1\annotation.txt,matched,UAV123/group3_1,,
279,dataset5__group3_2,dataset5/group3_2,dataset5,group3_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_2\group3_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_2\annotation.txt,matched,UAV123/group3_2,,
280,dataset5__group3_3,dataset5/group3_3,dataset5,group3_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_3\group3_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_3\annotation.txt,matched,UAV123/group3_3,,
281,dataset5__group3_4,dataset5/group3_4,dataset5,group3_4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_4\group3_4_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_4\annotation.txt,matched,UAV123/group3_4,,
282,dataset5__person1,dataset5/person1,dataset5,person1,local,scored,799,799,799,799,0.8514810179390905,0.9349186483103881,0.8848560700876096,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1\person1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person1.txt,matched,UAV123/person1,,
283,dataset5__person10,dataset5/person10,dataset5,person10,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person10\person10_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person10\annotation.txt,matched,UAV123/person10,,
284,dataset5__person11,dataset5/person11,dataset5,person11,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person11\person11_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person11\annotation.txt,matched,UAV123/person11,,
285,dataset5__person12_1,dataset5/person12_1,dataset5,person12_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_1\person12_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_1\annotation.txt,matched,UAV123/person12_1,,
286,dataset5__person12_2,dataset5/person12_2,dataset5,person12_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_2\person12_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_2\annotation.txt,matched,UAV123/person12_2,,
287,dataset5__person13,dataset5/person13,dataset5,person13,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person13\person13_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person13\annotation.txt,matched,UAV123/person13,,
288,dataset5__person14_1,dataset5/person14_1,dataset5,person14_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_1\person14_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_1\annotation.txt,matched,UAV123/person14_1,,
289,dataset5__person14_2,dataset5/person14_2,dataset5,person14_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_2\person14_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_2\annotation.txt,matched,UAV123/person14_2,,
290,dataset5__person14_3,dataset5/person14_3,dataset5,person14_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_3\person14_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_3\annotation.txt,matched,UAV123/person14_3,,
291,dataset5__person15,dataset5/person15,dataset5,person15,local,scored,1339,1339,1339,1339,0.8512393755112203,0.937231053735908,0.8856360468010953,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person15\person15_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person15.txt,matched,UAV123/person15,,
292,dataset5__person16,dataset5/person16,dataset5,person16,local,scored,1147,1038,1038,1147,0.8046609780713828,0.8613634278374163,0.8273419579777962,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person16\person16_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person16.txt,matched,UAV123/person16,,
293,dataset5__person17_1,dataset5/person17_1,dataset5,person17_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_1\person17_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_1\annotation.txt,matched,UAV123/person17_1,,
294,dataset5__person17_2,dataset5/person17_2,dataset5,person17_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_2\person17_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_2\annotation.txt,matched,UAV123/person17_2,,
295,dataset5__person18,dataset5/person18,dataset5,person18,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person18\person18_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person18\annotation.txt,matched,UAV123/person18,,
296,dataset5__person19_1,dataset5/person19_1,dataset5,person19_1,local,scored,1243,1148,1148,1243,0.8843122614899618,0.9392732702837233,0.9062966650074664,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_1\person19_1_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_1.txt,matched,UAV123/person19_1,,
297,dataset5__person19_2,dataset5/person19_2,dataset5,person19_2,local,scored,1549,1469,1469,1549,0.887711108950047,0.9454763525559985,0.9108172063924276,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_2\person19_2_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_2.txt,matched,UAV123/person19_2,,
298,dataset5__person19_3,dataset5/person19_3,dataset5,person19_3,local,scored,1567,1391,1391,1567,0.6091198521105062,0.7361952689055493,0.6599500188285234,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_3\person19_3_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_3.txt,matched,UAV123/person19_3,,
299,dataset5__person1_s,dataset5/person1_s,dataset5,person1_s,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1_s\person1_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1_s\annotation.txt,matched,UAV123/person1_s,,
300,dataset5__person20,dataset5/person20,dataset5,person20,local,scored,1783,1783,1783,1783,0.786662393504794,0.9312020938493175,0.8444782736426035,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person20\person20_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person20.txt,matched,UAV20L/person20,,
301,dataset5__person21,dataset5/person21,dataset5,person21,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person21\person21_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person21\annotation.txt,matched,UAV123/person21,,
302,dataset5__person22,dataset5/person22,dataset5,person22,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person22\person22_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person22\annotation.txt,matched,UAV123/person22,,
303,dataset5__person23,dataset5/person23,dataset5,person23,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person23\person23_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person23\annotation.txt,matched,UAV123/person23,,
304,dataset5__person2_1,dataset5/person2_1,dataset5,person2_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_1\person2_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_1\annotation.txt,matched,UAV123/person2_1,,
305,dataset5__person2_2,dataset5/person2_2,dataset5,person2_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_2\person2_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_2\annotation.txt,matched,UAV123/person2_2,,
306,dataset5__person2_s,dataset5/person2_s,dataset5,person2_s,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_s\person2_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_s\annotation.txt,matched,UAV123/person2_s,,
307,dataset5__person3,dataset5/person3,dataset5,person3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3\person3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3\annotation.txt,matched,UAV123/person3,,
308,dataset5__person3_s,dataset5/person3_s,dataset5,person3_s,local,scored,505,505,505,505,0.7763319189061763,0.8791136256482791,0.8174446016030175,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3_s\person3_s_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person3_s.txt,matched,UAV123/person3_s,,
309,dataset5__person4_1,dataset5/person4_1,dataset5,person4_1,local,scored,1501,1501,1501,1501,0.7648234510326448,0.8953713397417595,0.8170426065162907,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person4_1\person4_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person4_1.txt,matched,UAV123/person4_1,,
310,dataset5__person4_2,dataset5/person4_2,dataset5,person4_2,local,scored,1243,1243,1243,1243,0.8630808719304294,0.9449488564532813,0.8958280657395701,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person4_2\person4_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person4_2.txt,matched,UAV123/person4_2,,
311,dataset5__person5_1,dataset5/person5_1,dataset5,person5_1,local,scored,877,877,877,877,0.8695770212303848,0.9462996144866155,0.900266058532877,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person5_1\person5_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person5_1.txt,matched,UAV123/person5_1,,
312,dataset5__person5_2,dataset5/person5_2,dataset5,person5_2,local,scored,1225,1225,1225,1225,0.8648785228377067,0.9404081632653062,0.8950903790087466,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person5_2\person5_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person5_2.txt,matched,UAV123/person5_2,,
313,dataset5__person6,dataset5/person6,dataset5,person6,local,scored,901,901,901,901,0.8663389884255588,0.9418106865387665,0.8965276676708419,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person6\person6_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person6.txt,matched,UAV123/person6,,
314,dataset5__person7_1,dataset5/person7_1,dataset5,person7_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_1\person7_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_1\annotation.txt,matched,UAV123/person7_1,,
315,dataset5__person7_2,dataset5/person7_2,dataset5,person7_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_2\person7_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_2\annotation.txt,matched,UAV123/person7_2,,
316,dataset5__person8_1,dataset5/person8_1,dataset5,person8_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_1\person8_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_1\annotation.txt,matched,UAV123/person8_1,,
317,dataset5__person8_2,dataset5/person8_2,dataset5,person8_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_2\person8_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_2\annotation.txt,matched,UAV123/person8_2,,
318,dataset5__person9,dataset5/person9,dataset5,person9,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person9\person9_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person9\annotation.txt,matched,UAV123/person9,,
319,dataset5__truck1,dataset5/truck1,dataset5,truck1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck1\truck1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck1\annotation.txt,matched,UAV123/truck1,,
320,dataset5__truck2,dataset5/truck2,dataset5,truck2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck2\truck2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck2\annotation.txt,matched,UAV123/truck2,,
321,dataset5__truck3,dataset5/truck3,dataset5,truck3,local,scored,535,535,535,535,0.7595905651980418,0.8639964396973744,0.8013529149977748,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck3\truck3_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\truck3.txt,matched,UAV123/truck3,,
322,dataset5__truck4_1,dataset5/truck4_1,dataset5,truck4_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_1\truck4_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_1\annotation.txt,matched,UAV123/truck4_1,,
323,dataset5__truck4_2,dataset5/truck4_2,dataset5,truck4_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_2\truck4_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_2\annotation.txt,matched,UAV123/truck4_2,,
324,dataset5__uav1_1,dataset5/uav1_1,dataset5,uav1_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_1\uav1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_1\annotation.txt,matched,UAV123/uav1_1,,
325,dataset5__uav1_2,dataset5/uav1_2,dataset5,uav1_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_2\uav1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_2\annotation.txt,matched,UAV123/uav1_2,,
326,dataset5__uav1_3,dataset5/uav1_3,dataset5,uav1_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_3\uav1_3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_3\annotation.txt,matched,UAV123/uav1_3,,
327,dataset5__uav2,dataset5/uav2,dataset5,uav2,local,scored,133,114,114,133,0.12113617376775271,0.08604845446950708,0.10710108604845446,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav2\uav2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\uav2.txt,matched,UAV123/uav2,,
328,dataset5__uav3,dataset5/uav3,dataset5,uav3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav3\uav3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav3\annotation.txt,matched,UAV123/uav3,,
329,dataset5__uav4,dataset5/uav4,dataset5,uav4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav4\uav4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav4\annotation.txt,matched,UAV123/uav4,,
330,dataset5__uav5,dataset5/uav5,dataset5,uav5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav5\uav5_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav5\annotation.txt,matched,UAV123/uav5,,
331,dataset5__uav6,dataset5/uav6,dataset5,uav6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav6\uav6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav6\annotation.txt,matched,UAV123/uav6,,
332,dataset5__uav7,dataset5/uav7,dataset5,uav7,local,scored,373,354,354,373,0.24670433145009416,0.26647834274952914,0.25461393596986814,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav7\uav7_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\uav7.txt,matched,UAV123/uav7,,
333,dataset5__uav8,dataset5/uav8,dataset5,uav8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav8\uav8_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav8\annotation.txt,matched,UAV123/uav8,,
334,dataset5__wakeboard1,dataset5/wakeboard1,dataset5,wakeboard1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard1\wakeboard1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard1\annotation.txt,matched,UAV123/wakeboard1,,
335,dataset5__wakeboard10,dataset5/wakeboard10,dataset5,wakeboard10,local,scored,469,469,469,469,0.6915422885572139,0.8075946796629099,0.7379632449994923,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard10\wakeboard10_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard10.txt,matched,UAV123/wakeboard10,,
336,dataset5__wakeboard2,dataset5/wakeboard2,dataset5,wakeboard2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard2\wakeboard2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard2\annotation.txt,matched,UAV123/wakeboard2,,
337,dataset5__wakeboard3,dataset5/wakeboard3,dataset5,wakeboard3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard3\wakeboard3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard3\annotation.txt,matched,UAV123/wakeboard3,,
338,dataset5__wakeboard4,dataset5/wakeboard4,dataset5,wakeboard4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard4\wakeboard4_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard4\annotation.txt,matched,UAV123/wakeboard4,,
339,dataset5__wakeboard5,dataset5/wakeboard5,dataset5,wakeboard5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard5\wakeboard5_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard5\annotation.txt,matched,UAV123/wakeboard5,,
340,dataset5__wakeboard6,dataset5/wakeboard6,dataset5,wakeboard6,local,scored,1165,1165,1165,1165,0.8493766605354589,0.9199264255058248,0.8775965665236053,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard6\wakeboard6_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard6.txt,matched,UAV123/wakeboard6,,
341,dataset5__wakeboard7,dataset5/wakeboard7,dataset5,wakeboard7,local,scored,199,199,199,199,0.8444603972242162,0.9167264895908112,0.8733668341708541,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard7\wakeboard7_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard7.txt,matched,UAV123/wakeboard7,,
342,dataset5__wakeboard8,dataset5/wakeboard8,dataset5,wakeboard8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard8\wakeboard8_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard8\annotation.txt,matched,UAV123/wakeboard8,,
343,dataset5__wakeboard9,dataset5/wakeboard9,dataset5,wakeboard9,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard9\wakeboard9_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard9\annotation.txt,matched,UAV123/wakeboard9,,
