row_index,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,sequence_id,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
140,dataset3/car9_1,dataset3,car9_1,aic,unscored,0,0,0,0,dataset3__car9_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_1\car9_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_1\annotation.txt,matched,V4RFlight112/car9_1,,
141,dataset3/car9_2,dataset3,car9_2,aic,unscored,0,0,0,0,dataset3__car9_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_2\car9_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_2\annotation.txt,matched,V4RFlight112/car9_2,,
142,dataset3/container,dataset3,container,aic,unscored,0,0,0,0,dataset3__container,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\container\container_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\container\annotation.txt,matched,V4RFlight112/container,,
143,dataset3/couple,dataset3,couple,local,scored,1826,1807,1807,1826,dataset3__couple,0.5826020502279496,0.7008722692175927,0.6299101378238068,92,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\couple\couple_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\couple.txt,matched,V4RFlight112/couple,,
144,dataset3/courier1,dataset3,courier1,aic,unscored,0,0,0,0,dataset3__courier1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier1\courier1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier1\annotation.txt,matched,V4RFlight112/courier1,,
145,dataset3/courier2,dataset3,courier2,local,scored,1705,1705,1705,1705,dataset3__courier2,0.8583717357910908,0.9227202904622258,0.8841111576595448,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier2\courier2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\courier2.txt,matched,V4RFlight112/courier2,,
146,dataset3/dark_car1-n,dataset3,dark_car1-n,aic,unscored,0,0,0,0,dataset3__dark_car1-n,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car1-n\dark_car1-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car1-n\annotation.txt,matched,V4RFlight112/dark car1-n,,
147,dataset3/dark_car2-n,dataset3,dark_car2-n,aic,unscored,0,0,0,0,dataset3__dark_car2-n,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car2-n\dark_car2-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car2-n\annotation.txt,matched,V4RFlight112/dark car2-n,,
148,dataset3/duck1_1,dataset3,duck1_1,aic,unscored,0,0,0,0,dataset3__duck1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_1\duck1_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_1\annotation.txt,matched,V4RFlight112/duck1_1,,
149,dataset3/duck1_2,dataset3,duck1_2,aic,unscored,0,0,0,0,dataset3__duck1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_2\duck1_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_2\annotation.txt,matched,V4RFlight112/duck1_2,,
150,dataset3/duck2,dataset3,duck2,local,scored,1131,1131,1131,1131,dataset3__duck2,0.5566502463054187,0.6019957054439813,0.5747884299608437,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck2\duck2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\duck2.txt,matched,V4RFlight112/duck2,,
151,dataset3/duck3,dataset3,duck3,aic,unscored,0,0,0,0,dataset3__duck3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck3\duck3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck3\annotation.txt,matched,V4RFlight112/duck3,,
152,dataset3/electric_box,dataset3,electric_box,local,scored,1164,1164,1164,1164,dataset3__electric_box,0.3080510554737359,0.3036737031582393,0.30630011454753725,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\electric_box\electric_box_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\electric box.txt,matched,V4RFlight112/electric box,,
153,dataset3/excavator,dataset3,excavator,local,scored,630,630,630,630,dataset3__excavator,0.7915343915343916,0.8771730914588057,0.8257898715041573,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\excavator\excavator_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\excavator.txt,matched,V4RFlight112/excavator,,
154,dataset3/football_player1_1,dataset3,football_player1_1,aic,unscored,0,0,0,0,dataset3__football_player1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_1\football_player1_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_1\annotation.txt,matched,V4RFlight112/football player1_1,,
155,dataset3/football_player1_2,dataset3,football_player1_2,aic,unscored,0,0,0,0,dataset3__football_player1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_2\football_player1_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_2\annotation.txt,matched,V4RFlight112/football player1_2,,
156,dataset3/football_player1_3,dataset3,football_player1_3,local,scored,1003,1003,1003,1003,dataset3__football_player1_3,0.8326923989934957,0.928120400702654,0.870863599677159,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_3\football_player1_3_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\football player1_3.txt,matched,V4RFlight112/football player1_3,,
157,dataset3/football_player2_1,dataset3,football_player2_1,aic,unscored,0,0,0,0,dataset3__football_player2_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_1\football_player2_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_1\annotation.txt,matched,V4RFlight112/football player2_1,,
158,dataset3/football_player2_2,dataset3,football_player2_2,aic,unscored,0,0,0,0,dataset3__football_player2_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_2\football_player2_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_2\annotation.txt,matched,V4RFlight112/football player2_2,,
159,dataset3/group1,dataset3,group1,aic,unscored,0,0,0,0,dataset3__group1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group1\group1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group1\annotation.txt,matched,V4RFlight112/group1,,
160,dataset3/group2,dataset3,group2,aic,unscored,0,0,0,0,dataset3__group2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group2\group2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group2\annotation.txt,matched,V4RFlight112/group2,,
161,dataset3/group3_1,dataset3,group3_1,local,scored,163,163,163,163,dataset3__group3_1,0.8200408997955011,0.918200408997955,0.8593047034764827,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_1\group3_1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\group3_1.txt,matched,V4RFlight112/group3_1,,
162,dataset3/group3_2,dataset3,group3_2,local,scored,250,250,250,250,dataset3__group3_2,0.9081904761904761,0.9516190476190477,0.9255619047619048,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_2\group3_2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\group3_2.txt,matched,V4RFlight112/group3_2,,
163,dataset3/group3_3,dataset3,group3_3,aic,unscored,0,0,0,0,dataset3__group3_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_3\group3_3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_3\annotation.txt,matched,V4RFlight112/group3_3,,
164,dataset3/group4,dataset3,group4,aic,unscored,0,0,0,0,dataset3__group4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4\group4_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4\annotation.txt,matched,V4RFlight112/group4,,
165,dataset3/group4_1,dataset3,group4_1,aic,unscored,0,0,0,0,dataset3__group4_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_1\group4_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_1\annotation.txt,unmatched,,,
166,dataset3/group4_2,dataset3,group4_2,aic,unscored,0,0,0,0,dataset3__group4_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_2\group4_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_2\annotation.txt,matched,V4RFlight112/group4_2,,
167,dataset3/hiker1,dataset3,hiker1,aic,unscored,0,0,0,0,dataset3__hiker1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker1\hiker1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker1\annotation.txt,matched,V4RFlight112/hiker1,,
168,dataset3/hiker2,dataset3,hiker2,aic,unscored,0,0,0,0,dataset3__hiker2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker2\hiker2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker2\annotation.txt,matched,V4RFlight112/hiker2,,
169,dataset3/human,dataset3,human,local,scored,1605,1605,1605,1605,dataset3__human,0.6884141818721258,0.7758196113336299,0.7233763536567275,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human\human_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human.txt,matched,V4RFlight112/human,,
170,dataset3/human1,dataset3,human1,local,scored,90,90,90,90,dataset3__human1,0.8962962962962964,0.9486772486772488,0.9172486772486773,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human1\human1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human1.txt,matched,V4RFlight112/human1,,
171,dataset3/human2,dataset3,human2,aic,unscored,0,0,0,0,dataset3__human2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human2\human2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human2\annotation.txt,matched,V4RFlight112/human2,,
172,dataset3/human3,dataset3,human3,aic,unscored,0,0,0,0,dataset3__human3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human3\human3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human3\annotation.txt,matched,V4RFlight112/human3,,
173,dataset3/human4,dataset3,human4,local,scored,20,20,20,20,dataset3__human4,0.8238095238095239,0.9428571428571428,0.8714285714285714,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human4\human4_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human4.txt,matched,V4RFlight112/human4,,
174,dataset3/human5,dataset3,human5,local,scored,208,208,208,208,dataset3__human5,0.695054945054945,0.7809065934065933,0.7293956043956044,33,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human5\human5_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human5.txt,matched,V4RFlight112/human5,,
175,dataset3/island,dataset3,island,aic,unscored,0,0,0,0,dataset3__island,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\island\island_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\island\annotation.txt,matched,V4RFlight112/island,,
176,dataset3/jogging1,dataset3,jogging1,aic,unscored,0,0,0,0,dataset3__jogging1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging1\jogging1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging1\annotation.txt,matched,V4RFlight112/jogging1,,
177,dataset3/jogging2,dataset3,jogging2,local,scored,1717,1674,1674,1717,dataset3__jogging2,0.7804801729532911,0.8993286681458724,0.8280195710303235,73,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging2\jogging2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\jogging2.txt,matched,V4RFlight112/jogging2,,
178,dataset3/motor1,dataset3,motor1,aic,unscored,0,0,0,0,dataset3__motor1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor1\motor1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor1\annotation.txt,matched,V4RFlight112/motor1,,
179,dataset3/motor2,dataset3,motor2,local,scored,53,53,53,53,dataset3__motor2,0.8948787061994611,0.9398023360287512,0.9128481581311771,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor2\motor2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\motor2.txt,matched,V4RFlight112/motor2,,
180,dataset3/parterre1,dataset3,parterre1,aic,unscored,0,0,0,0,dataset3__parterre1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre1\parterre1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre1\annotation.txt,matched,V4RFlight112/parterre1,,
181,dataset3/parterre2,dataset3,parterre2,local,scored,1705,1702,1702,1705,dataset3__parterre2,0.7606737171954563,0.881316098707403,0.808930669800235,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre2\parterre2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\parterre2.txt,matched,V4RFlight112/parterre2,,
182,dataset3/pot_bunker,dataset3,pot_bunker,aic,unscored,0,0,0,0,dataset3__pot_bunker,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\pot_bunker\pot_bunker_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\pot_bunker\annotation.txt,matched,V4RFlight112/pot bunker,,
183,dataset3/runner1,dataset3,runner1,aic,unscored,0,0,0,0,dataset3__runner1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner1\runner1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner1\annotation.txt,matched,V4RFlight112/runner1,,
184,dataset3/runner2,dataset3,runner2,aic,unscored,0,0,0,0,dataset3__runner2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner2\runner2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner2\annotation.txt,matched,V4RFlight112/runner2,,
185,dataset3/sand_truck-n,dataset3,sand_truck-n,aic,unscored,0,0,0,0,dataset3__sand_truck-n,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\sand_truck-n\sand_truck-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\sand_truck-n\annotation.txt,matched,V4RFlight112/sand truck-n,,
186,dataset3/swan,dataset3,swan,aic,unscored,0,0,0,0,dataset3__swan,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\swan\swan_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\swan\annotation.txt,matched,V4RFlight112/swan,,
187,dataset3/tennis_player1_1,dataset3,tennis_player1_1,aic,unscored,0,0,0,0,dataset3__tennis_player1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tennis_player1_1\tennis_player1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tennis_player1_1\annotation.txt,matched,V4RFlight112/tennis player1_1,,
188,dataset3/tennis_player1_2,dataset3,tennis_player1_2,local,scored,1655,1589,1589,1655,dataset3__tennis_player1_2,0.7731727052054301,0.8688603194581798,0.81144775090653,83,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tennis_player1_2\tennis_player1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\tennis player1_2.txt,matched,V4RFlight112/tennis player1_2,,
189,dataset3/tower_crane,dataset3,tower_crane,aic,unscored,0,0,0,0,dataset3__tower_crane,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tower_crane\tower_crane_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tower_crane\annotation.txt,matched,V4RFlight112/tower crane,,
190,dataset3/tree,dataset3,tree,aic,unscored,0,0,0,0,dataset3__tree,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tree\tree_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tree\annotation.txt,matched,V4RFlight112/tree,,
191,dataset3/tricycle1_1,dataset3,tricycle1_1,aic,unscored,0,0,0,0,dataset3__tricycle1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tricycle1_1\tricycle1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tricycle1_1\annotation.txt,matched,V4RFlight112/tricycle1_1,,
192,dataset3/tricycle1_2,dataset3,tricycle1_2,aic,unscored,0,0,0,0,dataset3__tricycle1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tricycle1_2\tricycle1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\tricycle1_2\annotation.txt,matched,V4RFlight112/tricycle1_2,,
193,dataset3/truck,dataset3,truck,local,scored,1871,1835,1835,1871,dataset3__truck,0.6725833657713767,0.8014532243415079,0.7241313091994291,158,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\truck\truck_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\truck.txt,matched,V4RFlight112/truck,,
194,dataset3/truck_night,dataset3,truck_night,aic,unscored,0,0,0,0,dataset3__truck_night,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\truck_night\truck_night_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\truck_night\annotation.txt,matched,V4RFlight112/truck_night,,
195,dataset3/uav1,dataset3,uav1,aic,unscored,0,0,0,0,dataset3__uav1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav1\uav1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav1\annotation.txt,matched,V4RFlight112/uav1,,
196,dataset3/uav2,dataset3,uav2,aic,unscored,0,0,0,0,dataset3__uav2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav2\uav2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav2\annotation.txt,matched,V4RFlight112/uav2,,
197,dataset3/uav3_1,dataset3,uav3_1,aic,unscored,0,0,0,0,dataset3__uav3_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav3_1\uav3_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav3_1\annotation.txt,matched,V4RFlight112/uav3_1,,
198,dataset3/uav3_2,dataset3,uav3_2,aic,unscored,0,0,0,0,dataset3__uav3_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav3_2\uav3_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav3_2\annotation.txt,matched,V4RFlight112/uav3_2,,
199,dataset3/uav4,dataset3,uav4,aic,unscored,0,0,0,0,dataset3__uav4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav4\uav4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav4\annotation.txt,matched,V4RFlight112/uav4,,
200,dataset3/uav5,dataset3,uav5,aic,unscored,0,0,0,0,dataset3__uav5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav5\uav5_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\uav5\annotation.txt,matched,V4RFlight112/uav5,,
201,dataset4/bike1,dataset4,bike1,aic,unscored,0,0,0,0,dataset4__bike1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\bike1\bike1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\bike1\annotation.txt,matched,UAV20L/bike1,,
202,dataset4/bird1,dataset4,bird1,aic,unscored,0,0,0,0,dataset4__bird1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\bird1\bird1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\bird1\annotation.txt,matched,UAV20L/bird1,,
203,dataset4/car1,dataset4,car1,aic,unscored,0,0,0,0,dataset4__car1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car1\car1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car1\annotation.txt,matched,UAV20L/car1,,
204,dataset4/car16,dataset4,car16,aic,unscored,0,0,0,0,dataset4__car16,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car16\car16_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car16\annotation.txt,matched,UAV20L/car16,,
205,dataset4/car3,dataset4,car3,aic,unscored,0,0,0,0,dataset4__car3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car3\car3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car3\annotation.txt,matched,UAV20L/car3,,
206,dataset4/car6,dataset4,car6,aic,unscored,0,0,0,0,dataset4__car6,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car6\car6_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car6\annotation.txt,matched,UAV20L/car6,,
207,dataset4/car8,dataset4,car8,aic,unscored,0,0,0,0,dataset4__car8,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car8\car8_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car8\annotation.txt,matched,UAV20L/car8,,
208,dataset4/car9,dataset4,car9,aic,unscored,0,0,0,0,dataset4__car9,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car9\car9_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\car9\annotation.txt,matched,UAV20L/car9,,
209,dataset4/group1,dataset4,group1,aic,unscored,0,0,0,0,dataset4__group1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\group1\group1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\group1\annotation.txt,matched,UAV20L/group1,,
210,dataset4/group2,dataset4,group2,local,scored,2683,2475,2475,2683,dataset4__group2,0.5994227994227994,0.7333910533910534,0.653010101010101,147,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\group2\group2_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\group2.txt,matched,UAV20L/group2,,
211,dataset4/group3,dataset4,group3,aic,unscored,0,0,0,0,dataset4__group3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\group3\group3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\group3\annotation.txt,matched,UAV20L/group3,,
212,dataset4/person14,dataset4,person14,aic,unscored,0,0,0,0,dataset4__person14,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person14\person14_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person14\annotation.txt,matched,UAV20L/person14,,
213,dataset4/person17,dataset4,person17,aic,unscored,0,0,0,0,dataset4__person17,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person17\person17_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person17\annotation.txt,matched,UAV20L/person17,,
214,dataset4/person19,dataset4,person19,local,scored,4357,4006,4006,4357,dataset4__person19,0.8032356227563416,0.8781589520481186,0.8332049544730524,243,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person19\person19_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person19.txt,matched,UAV20L/person19,,
215,dataset4/person2,dataset4,person2,aic,unscored,0,0,0,0,dataset4__person2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person2\person2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person2\annotation.txt,matched,UAV20L/person2,,
216,dataset4/person20,dataset4,person20,local,scored,1783,1783,1783,1783,dataset4__person20,0.7872766605239967,0.9314691664663621,0.8449536629009429,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person20\person20_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person20.txt,matched,UAV20L/person20,,
217,dataset4/person4,dataset4,person4,local,scored,2743,2743,2743,2743,dataset4__person4,0.7995069701230839,0.9167751679600021,0.8464142492578512,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person4\person4_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person4.txt,matched,UAV20L/person4,,
218,dataset4/person5,dataset4,person5,local,scored,2101,2101,2101,2101,dataset4__person5,0.8626051086784071,0.9415244441422452,0.8941728428639424,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person5\person5_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person5.txt,matched,UAV20L/person5,,
219,dataset4/person7,dataset4,person7,aic,unscored,0,0,0,0,dataset4__person7,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person7\person7_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\person7\annotation.txt,matched,UAV20L/person7,,
220,dataset4/uav1,dataset4,uav1,aic,unscored,0,0,0,0,dataset4__uav1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\uav1\uav1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset4\uav1\annotation.txt,matched,UAV20L/uav1,,
221,dataset5/bike1,dataset5,bike1,aic,unscored,0,0,0,0,dataset5__bike1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike1\bike1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike1\annotation.txt,matched,UAV20L/bike1,,
222,dataset5/bike2,dataset5,bike2,aic,unscored,0,0,0,0,dataset5__bike2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike2\bike2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike2\annotation.txt,matched,UAV123/bike2,,
223,dataset5/bike3,dataset5,bike3,aic,unscored,0,0,0,0,dataset5__bike3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike3\bike3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bike3\annotation.txt,matched,UAV123/bike3,,
224,dataset5/bird1_1,dataset5,bird1_1,aic,unscored,0,0,0,0,dataset5__bird1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_1\bird1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_1\annotation.txt,matched,UAV123/bird1_1,,
225,dataset5/bird1_2,dataset5,bird1_2,aic,unscored,0,0,0,0,dataset5__bird1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_2\bird1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_2\annotation.txt,matched,UAV123/bird1_2,,
